name,email
"St.Mary`s E.M.L.P.S Kizhakkekara","stmarysemlps@yahoo.com"
"M.E.A.E.M HSS, KARICODE, KOLLAM, 691005 Phone No: 04742711809 Email ID: meaemhss@gmail.com","meaemhss@gmail.com"
"St Vincent`s E M L P S Keralapuram","stvincentskkpuram@gmail.com"
"Canossa Convent Eng.Medium L P S","canossaschoolkply@gmail.com"
"Holy Family Convent EMHS Aravila","hfconventemhsaravila@gmail.com"
"NSM EM L.P.S.Kottiyam","assisi75@gmail.com"
"Vimala Hridaya UP School, Clappana","vimala.s.015@gmail.com"
"The New Nursery and LP English Medium School, Nedumpana","newnursery@gmail.com"
"Bethany LPS Chandanakkavu","bethanylpskpz@gmail.com"
"Harisree L.P.S.Bhoothakkulam","harisreelps@gmail.com"
"S N English Medium L P S Kadappakkada","snelpsklm@gmail.com"
"Our Lady of Lourdes E. M. U. P. S Chavara South","ourladyoflourde@yahoo.in"
"Sree Krishna E.M. School, Pampuram","sreekrishnaschool@gmail.com"
"MES English Medium L.P.School, Umayanalloor","mesemsumayanalloor@gmail.com"
"St.Mary's English Medium School, Pullichira","stmarysemspullichira@yahoo.com"
"Hebron English Medium School, Karippuram, Mukkoodu","titushebron8@gmail.com"
"Little Flower E.M. School, Kottappuram, Paravoor","littleflowerparavur@gmail.com"
"Vimala Hridaya E M L P S Pattathanam","vimalahengschool@gmail.com"
"Cherupushpam H.S.Umayanalloor","cherupushpam5309@gmail.com"
"Amritha Public School, Palachira, Nedungolam","amrithapublicschool@gmail.com"
"Kavitha English Medium School, Thudayanur","kavithaemschool@gmail.com"
"St.Jude's English Medium School, Narikkal, Punalur","stjudeemschoolnarickal@gmail.com"
"AL NOOR Public School Kariyara","nisa6666@gmail.com"
"ST. THOMAS HSS, PUNALUR, KOLLAM, 691305 Phone No: 0475-2221011 Email ID: stthomaspunalur@gmail.com","stthomaspunalur@gmail.com"
"TKM Centenary Public School Karicode","tkmcps@gmail.com"
"NATIONAL PUBLIC SCHOOL, THAZHUTHALA","shajvahnaz@hotmail.com"
"Blue Star Public School, Alumood","bluestarpublicschool2530824@gmail.com"
"New Holy Angels School, Koottikkada, Thattamala","newholyangelsschool@gmail.com"
"ST MARY'S ENGLISH MEDIUM PUBLIC SCHOOL, ULIYAKOVIL","smemps@gmail.com"
"Raghavananda Central School Chirakkara","raghavanandacs@gmail.com"
"BASALEL E.U.P.S SOORANADU","basalelenglishmediumups@gmail.com"
"S.M.D.PUBLIC SCHOOL","smdpublicschool@yahoo.in"
"Bethel Community UPS Warikkad","bethelcups@gmail.com"
"BETHANY ST. MARY'S GHSS, PERINAD, RANNI, 689711 Phone No: 04735240645 Email ID: bethanysmghss@gmail.com","bethanysmghss@gmail.com"
"Little Angels English Medium School, Chittar","littleangelspta@gmail.com"
"MTSS UPS Manjadi","mtssupsmanjadi@gmail.com"
"HOLY ANGELS EM HSS, ADOOR Phone No: 04734228245 Email ID: adoorholyangels@yahoo.com","adoorholyangels@yahoo.com"
"M C C M E M U P S Mannamaruthy","m.c.cmbvaliyakavu@gmail.com"
"Christuraja E. M. U. P. S. Chunakkappara","christhurajachunkappara@gmail.com"
"Athurasram central H.S Kodumthara Pathanamthitta","athurasramamschool@gmail.com"
"MOUNT BETHANY EM HSS, MYLAPRA Phone No: 04682222455 Email ID: mbehss1@gmail.com","mbehss1@gmail.com"
"ReginaMundi (EM) LPS Thiruvalla","srshiny63@gmail.com"
"PRASANTHI PUBLIC SCHOOL KONNI","prasanthipskonni@gmail.com"
"N.S.S E. M. U.P.S Pandalam","nssemupschoolpandalam@gmail.com"
"VIVEKANANDA ENGLISH MEDIUM SCHOOL KADAMPANAD SOUTH","vivek38282@gmail.com"
"ST. PAUL'S HSS, NARIYAPURAM, MAMPILALI, 689513 Phone No: 0468-2351948 Email ID: nariyapuramhss@gmail.com","nariyapuramhss@gmail.com"
"B.J.M L.P.S Puthuval","bjmlpsputhuval@gmail.com"
"Marthoma E.M.U.P.S Adoor","memups@rediffmail.com"
"S.C. E. M U.P.S Pazhavangadi","scemupsranny@yahoo.com"
"ST MARYS CONVENT ENGLISH MEDIUM SCHOOL ADOOR","stmarysconventadr@gmail.com"
"Little flower E. M. L. P. S. Chengaroor","littlefloweremlps@gmail.com"
"S.K.V E.M.L.P.S. Thattayil","skvenglishmedium@gmail.com"
"St.Thomas L.P.S Vakayar","stthomaslps@redifmail.com"
"St. Mary`s U.P.S Eliyarackal","stmaryschoolkonni@gmail.com"
"NICHOLSON SYRIAN GHSS, MENJADI, 689105 Phone No: 04692998335 Email ID: nicholsontvla@gmail.com","nicholsontvla@gmail.com"
