name,email
"Saraswathy Vidya Nikethan Kalad","svnklad@gmail.com"
"IHS Panthalingal","highschoolislahiya@gmail.com"
"NOORUL ISLAM HSS Nellikkunnu","nisnellikkunnu@gmail.com"
"NOORUL ISLAM HSS, NELLIKUNNU, VELAYAPPURAM, VENGOOR PO, 679325 Phone No: 7592090907 Email ID: nihssnellikkunnu@gmail.com","nihssnellikkunnu@gmail.com"
"Al Hidayath E.M School. Thurakkal","alhidayathschool@gmail.com"
"NAVABHARATH MODEL SCHOOL KAKKANCHERY","nmskakkanchery@gmail.com"
"Cresent Public School,Edavanna","abdurahiman731@gmail.com"
"St Joseph UPS Malaparamba","st.josephupschool@gmail.com"
"Malabar EMHS Pukayur","malabaremhspukayur@gmail.com"
"Sidheequiya High School Anakkayam","sidheequiyaanakkayam@gmail.com"
"Markaz International School","calicutmis@gmail.com"
"ILAHIYA HSS KAPPAD","vadakara16053@gmail.com"
"AL HUDA UPS(UNAIDED)","alhudaups@gmail.com"
"VENERINI ENGLISH MEDIUM HSS, FAROOK, 673632 Phone No: 04952440608 Email ID: venernihss@gmail.com","venernihss@gmail.com"
"Sree Narayana English Medium LP","sreenarayanalp@gmail.com"
"NIVEDITHA VIDYA PEEDAM ENGLISH MEDIUM HIGH SCHOOL","nivedithaschool@gmail.com"
"CM CENTRE HS MADAVOOR","cmchshm@gmail.com"
"DARURRAHMA HIGH SCHOOL THALAYAD","darurrahmahstld@gmail.com"
"ST FRANCIS ENGLISH MEDIUM UP SCHOOL","hmstfrancisperambra@gmail.com"
"St. Aloysious E.M.L.P. School","staloysiuslpsktr@gmail.com"
"ANSAR English Medium School, Karuvanpoyil","ansarkpoyil@gmail.com"
"Vivekananda, Muthalam","vvnmuthalam@gmail.com"
"Saraswathi Vidya Nikethan English Medium High School, Pantheerankavu","svnpkv@gmail.com"
"SARASWATHI VIDYA MANDIRAM ENGLISH MEDIUM HIGH SCHOOL, KOTTOOLI","mail@svmkottooli.org"
"Calicut Orphanage H. S., Kolathara","calicutorphanagehs@gmail.com"
"QADISIYA ENGLISH SCHOOL","qesfrk@gmail.com"
"ICS SECONDARY SCHOOL KOYILANDY","icsschoolkoyilandy@gmail.com"
"MM ORPHANAGE ENGLISH MEDIUM SCHOOL","mmorkkattery786@gmail.com"
"OLIVE ENGLISH MEDIUM HIGH SCHOOL","olivehighschool@gmail.com"
"CALICUT ISLAMIC HSS, MATHARA, 673014 Phone No: 04952430793 Email ID: cirhssmathara@gmail.com","cirhssmathara@gmail.com"
"SIACOLLEGE HS UMMATHUR","radhakrishp@gmail.com"
"Sree Narayana HSS Vatakara","vadakara16005@gmail.com"
"Hajee P. B. M. K. U. P. S. Chaliyam","hajeepbms@yahoo.com"
"SHRI GUJARATHI VIDYALAYA HSS, KOZIKODE, 673032 Phone No: 04952365614 Email ID: gujarathividhyalayam@gmail.com","gujarathividhyalayam@gmail.com"
"Al Irshad Primary School Kallurutty","schoolalirshad@gmail.com"
"SILVER HILLS HSS, KOZHIKODE, 673012 Phone No: 04952370615 Email ID: silverhillshss@gmail.com","silverhillshss@gmail.com"
"ILAHIYA ENGLISH SCHOOL, ATHOLI","atholiies@gmail.com"
"Presentation H. S. S.","presentationhss@gmail.com"
"Islamic Academy EHS Kottakkal","iaehsskottakkal@gmail.com"
"N I R HSS, Parappanpoyil, Kozhikkode Phone No: 04952223811 Email ID: nirhsparappanpoyil@gmail.com","nirhsparappanpoyil@gmail.com"
"KMO HSS KODUVALLY","kmohsskdy@gmail.com"
"Infant Jesus EMHS Thiruvampady","ijemsthiruvampady@gmail.com"
"ST.JOSEPH'S ENGLISH MEDIUM SCHOOL MARIKUNNU","sanjosevlkn@gmail.com"
"Global Public School,Vanimel","globalvml@gmail.com"
"MIFTHAHUL ULOOM ENGLISH MEDIUM SCHOOL","muemschool@gmail.com"
"Green Valley Public School","gvpschool2016@gmail.com"
"JDT ISLAM IQRAA ENGLISH MEDIUM HIGH SCHOOL","jdtiqraahs@gmail.com"
"N. S. S. U. P. S. Beypore","nssupbeypore@gmail.com"
"AL NAJATH LP SCHOOL EM KALANTHODE","alnajathlpschoolkalanthode@gmail.com"
"Gayathri Vidyanikethan, Peruvayal","gayathrividyanikethanperuvayal@gmail.com"
"NSS  HSS, MEENCHANTHA, 673018 Phone No: 04952320187 Email ID: nsshssmeenchanda@gmail.com","nsshssmeenchanda@gmail.com"
"Dr.Ayyathan Gopalan M. E. M. H. S","agmemhs@gmail.com"
"SVEMHS NANMINDA","svmemhs@gmail.com"
"M. M. J. U. P. School Kadalundi","mmjupschool@gmail.com"
"Hidaya E M School , Palazhi","hidayaschoolpalazhi@gmail.com"
"Sri Aravinda Vidya Nikethan","savnkunnamangalam@gmail.com"
"Sacred Heart U P School, Payyoli","sacredheartupsschool@gmail.com"
"St Antony's English Medium LP","st.antonysjrschool@gmail.com"
"SHAMSUL HUDA LPS KAREETIPARAMBA","shirlpschool@gmail.com"
"Good Hope E.M. School, Mukkam","goodhopeschoolcmr@gmail.com"
"St. George's English Medium School","georgest477@gmail.com"
"Sreeramananda School","sreschengottukave@gmail.com"
"Vadihuda HS Omassery","vadihudaomassery@yahoo.com"
"Salafi E. M. L. P. School Mathottam","salafimathottam@gmail.com"
"Pipo Buono English Medium School","pippobuonoschool@gmail.com"
"AL IRSHAD HIGH SCHOOL","alirshadhighschool@gmail.com"
"SIRAJUL HUDA LPS KODUVALLY","sirajulhudalps@gmail.com"
"St.Michael's EM School Westhill","stmichaelsemlps@gmail.com"
"MSS PUBLIC SCHOOL, VENGALAM","mssvengalampublicschool@gmail.com"
"Guardian`s E. M. S. Athanikkal","guardiansemupschool@gmail.com"
"Infant Jesus English Medium School,Kakkadampoyil","infantjesusemkkd@gmail.com"
"AL JAUHAR PUBLIC SCHOOL EM PATHIMANGALAM","aljauharpublicschool@gmail.com"
"Right Choice School","rightchoiceschool@gmail.com"
"Crescent Public School Mavoor","cresenths@gmail.com"
"I.E.M.U.P. School, Thumbappadam","iemups@gmail.com"
"Providence Junior School, Kozhikode","providencejsnadakkavu@gmail.com"
"Chinmaya E. M. H. S. S.","chinmayaemhss@gmail.com"
"Emerald EM School, Palazhi","emeraldschoolpalazhi@yahoo.in"
"St.Mary's EMS, Maranchatty","hmsmemschool@gmail.com"
"S. D. S. M. E. M. School","sdsmemschool@gmail.com"
"NATIONAL ENGLISH MEDIUM SCHOOL, VATTOLI","nemsvattoli@gmail.com"
"BLOSSOMS ENGLISH SCHOOL","cpblossoms@yahoo.co.in"
"N. S. S. E.M.School Chalappuram","poornimamr2008@gmail.com"
"Salafi Primary School Kodiyathur","salafiprimarykdr@gmail.com"
"C. S. I. E. M. School.","csiemclt@gmail.com"
"ICC English Medium School","iccemschool@gmail.com"
"Santhom E M School, Thottumukkom","santhomemschool@gmail.com"
"SALAFI H.S.KULUPPA","vadakara16015@gmail.com"
"PRASANTHI SCHOOL FOR CHILDREN WITH SPECIAL NEEDS","prsanthicalicut@gmail.com"
"NSS EM HSS KALPATTA, 673121 Phone No: 04936202476 Email ID: kalpettanss@gmail.com","kalpettanss@gmail.com"
"ST. JOSEPH'S EM HSS, SULTHAN BATHERI Phone No: 04936220483 Email ID: stjosephschool82@gmail.com","stjosephschool82@gmail.com"
"Cresent Public H S, Panamaram","crescentpnm@gmail.com"
"MGM HSS AMBUKUTTY, 670645 Phone No: 04935296591 Email ID: mgmhssmtdy@gmail.com","mgmhssmtdy@gmail.com"
"SP And SP E U P S Meenangadi","spspeups@gmail.com"
"Santhi Public School Cheeral","test1234@gmail.com"
"M G M L P School Mananthavady","mgmhss@gmail.com"
"Infant Jesus L P S Kenichira","jesuskenichira@gmail.com"
"St.George Public School Kaniyambetta","stgeorgeschoolkbta@gmail.com"
"St.John's English School Moolankavu","Stjohnsschoolmoolankave@gmail.com"
"Isma Crescent Public School Ambalavayal","ismacrescentschool@gmail.com"
"Vivekananda Vidyamandiram Meenangadi","vvmmeenangadi@gmail.com"
"L F E M L P S Mananthavady","lfemlpmananthavady@gmail.com"
"St.George L P School Pulpally","george@gmail.com"
"St. Mary's Bethany English Medium School,Poorur, Mananthavady","stmarysbethanyems@gmail.com"
"St Thomas L P S Perikkalloor","stthomaupschool@gmail.com"
"St.Mary's English School,Cheroor","cheroorlp@gmail.com"
"Chirakkara Estate L P S","parisonstea@gmail.com"
"ST.PETER'S AND ST. PAUL'S HSS,MEENANGADI, 673591 Phone No: 04936248942 Email ID: stpetersmeenangadi@gmail.com","stpetersmeenangadi@gmail.com"
"Sree Chinmaya Vidhyamandiram Thomattuchal","scvmthomattuchal@gmail.com"
"St George E U P S Pulpally","stgeorgeeupspulpally@gmail.com"
"ST. THOMAS SCHOOL CHULLIYODE","stthomaschulliyode@gmail.com"
"St.Josephs Convent school, kalppetta","sjcskalpetta@rediffmail.com"
"AL-FALAH High School Peringadi","info@alfalahperingadi.in"
"ALAKODE NIRMALA UPS","srelsyjames@gmail.com"
"WADIHUDA HS PAYANGADI","highschool@wadihuda.org"
"ST JOSEPH`S H S PUSHPAGIRI","stjosephhspushpagiri@gmail.com"
"BAKHITHA ENGLISH MEDIUM High SCHOOL CHERUKUNNU","bakhitaems@gmail.com"
"NAJATHUL ISLAM NURSURY And UPS","najathulislampanoor@gmail.com"
"Ranijai HS Nirmalagiri","rjhssnirmalagiri@gmail.com"
"AMIM UPS KOYAPPARA","amimups@gmail.com"
"Falah English Medium H S Narath","falahschool@gmail.com"
"MECA PAZHAYANGADI","schoolmeca@gmail.com"
"Al. Irshad English Medium School, Mattannur","alirshaadems@gmail.com"
"ST. JOHNS BAPTIST HSS, KADATHUMKADAVU, IRITTI, 670703 Phone No: 0490-2493744 Email ID: stjohnbaptist14048@gmail.com","stjohnbaptist14048@gmail.com"
"KHAYIDE MILLATH HSS, KAVVAYI, PAYYANNUR, KANNUR, 670339 Phone No: 04985205781 Email ID: hmkavvayi@gmail.com","hmkavvayi@gmail.com"
"AES English Medium School, Anjarakkandy","aesenglishmediumschool@gmail.com"
"ST MARYS ENGLISH MEDIUM HIGH SCHOOL NADUVIL","st.marysemhsnaduvil@gmail.com"
"V.M.M. English Medium School, Palottupally","vmmems@gmail.com"
"Holy Faith English School, Karikkottakari","holyfaithem@gmail.com"
"SAHARA HIGHER SECONDARY SCHOOL","hsszahra@mail.com"
"DARUL HASANATH EMHS KANNADIPARAMBA","darulhasanathes@gmail.com"
"NAJATH GIRLS HSS, MATTOOL NORTH.P.O, KANNUR, 670325 Phone No: 04972844677 Email ID: najathhssmtl@gmail.com","najathhssmtl@gmail.com"
"DEENUL ISLAM SABHA HSS, CHIRAKULAM, 670003 Phone No: 04977962281 Email ID: deenulislamsabha@gmail.com","deenulislamsabha@gmail.com"
"RAHMANIYA HS MUTTAM","RHSMUTTOM@GMAIL.COM"
"Bright English School, Cherukunnu","brightschool684@gmail.com"
"SSE UPS RAYROME","ssemschool1@gmail.com"
"CRESCENT ENGLISH MEDIUM HS MOTTAMBRUM","crescenthss@gmail.com"
"RAHMANIYA ORPHANAGE HSS, IRRIKKUR, 670593 Phone No: 04602259721 Email ID: irohss13073@gmail.com","irohss13073@gmail.com"
"Bright English School, Thalassery","brightenglishschool@gmail.com"
"VELLAD ST SEB UPS","stsebastianups@gmail.com"
"INDIAN PUBLIC SCHOOL,PERINGADI","ips.peringadi@yahoo.co.in"
"Al-Huda E.M. School","alhuda@gmail.com"
"Sree Narayana English Medium UP School, Panoor","snemsg15@gmail.com"
"Prince And Princess English Medium School, Thokilangadi","princeandprincessktpba@gmail.com"
"Hidayat EMHS,Pappinisseri","hemhsppns@gmail.com"
"Thajul uloom EMHS Valapattanam","thajululoom@yahoo.co.in"
"CHMM HSS, VADAKKUMPAD, RAMANTHALI, II Year Only, 670330 Phone No: 04985217070 Email ID: chmhss@gmail.com","chmhss@gmail.com"
"Little Flower E.M. H.S. Kelakam","littleflowerhs@gmail.com"
"MARANKANDY E.M UPS","memschoolchokli@gmail.com"
"THERTHALLY CHERUPUSHPAM UPS","cherupushpamtherthally@gmail.com"
"PREMIER ENGLISH MEDIUM SCHOOL, BURNACHERRY","premierenglishmediumskl@gmail.com"
"Bharath Vidhya Mandir E.M. School","bvm13356@gmail.com"
"Holy Angels E.M. School, Dharmadam","holyangelsemschool@gmail.com"
"Angel Nursery and UP School","angelschoolmuz@gmail.com"
"KID`S GARDEN EM SCHOOL PAPPINISSERI","kidsgardenenglishmediumschool@yahoo.com"
"St Joseph's School,Peratta","perattastjoseph@gmail.com"
"St.Joseph`s English School Cherupuzha","stjoseph13003@gmail.com"
"St.Mary's School Payyannur","stmarysconventlpspnr@gmail.com"
"Hidayathu Swibiyan English Medium School, Palliparamba","hidayathschool786@gmail.com"
"St.Antony's E.M. School. Thirumeni","stantonysemst@gmail.com"
"JAYBEES English Medium H.S., Bakkalam","jaybeesbakkalam@gmail.com"
"EXCEL PUBLIC SCHOOL, CHALAKKARA, MAHE Phone No: 04902333626 Email ID: excelpublicschoolmahe@gmail.com","excelpublicschoolmahe@gmail.com"
"SREEPURAM ST THOMAS LPS","Sreepuramstthomaslps@gmail.com"
"ACADEMY ENGLISH SCHOOL, KAKKAD","academyschoolkakkad@gmail.com"
"MARVA EM LPS","schoole13623@gmail.com"
"Modal Eng.School Thiruvangad","modelenglishschooltly@gmail.com"
"Al-Maquar English School, Badriya Nagar","almaquarschool@gmail.com"
"Alley English Medium High School","alley.kouva.2011@gmail.com"
"VALAPATTANAM, MUSLIM WELFARE ASSOCIATION, HIGHER SECONDARY SCHOOL, KANNUR, 670010 Phone No: 04972776787 Email ID: vmwavmwahss@gmail.com","vmwavmwahss@gmail.com"
"AZHEKKODU HSS, AZHEKKODE, 670009 Phone No: 04972772100 Email ID: ahss13088@yahoo.com","ahss13088@yahoo.com"
"Desabandhu English Medium School, Mangattidam","desabanduschool@gmail.com"
"M E T English Medium L P School","meskuthuparamba@gmail.com"
"MUKKUNNE R U LPS","rulps2011@gmail.com"
"SUM English School, Olavilam","sumolavilam@yahoo.in"
"JAMA ATH HS THIRUVATTOOR","jhstvr@yahoo.com"
"RAHMANIYA E.M. Unaided LPS Irikkur","rahmaniyaemlps@gmail.com"
"Posoat. Jamath. E. M. S. Manjeshwar","www.pjemsmjr@gmail.com"
"SA-ADIYA HIGH SCHOOL, SA-ADABAD, DELI","saadiyaups@gmail.com"
"AL SAQAF ENGLISH MEDIUM SCHOOL","alsaqafemschool@gmail.com"
"Nellikkal Devaswam Public School Thuruthi","nellikkaldevaswampublicschool@gmail.com"
"Udaya E. M. H. S. S. Udayanagar, Manjeshwar","11008uemhs@gmail.com"
"K H J H. S. S. Kalanad","11063hydrosekalanad@gmail.com"
"Kunjar H. S. Kunjar","11064kunjar@gmail.com"
"Sirajul Huda E. M. H. S. Udyawar","11059sirajulhuda@gmail.com"
"Holy Family English Medium School Kadumeni","12448hfemskadumeni@gmail.com"
"St. Marys E. M. H. S. Chittarikkal","12046chittarikkal@gmail.com"
"MUHIMMATH H S S,MUHIMMATH NAGAR","11066muhimmath@gmail.com"
"Vidya Mandir, Edaneer","11504vidyamandiredneer@gmail.com"
"Cha-Cha U. P. School Chattanchal","chachaschool123@gmail.com"
"JAYCEE'S E M School Nileswar","12367jayceesemschoolnlr@gmail.com"
"Noorul Huda E M H. S. Kottikulam","12076noorulhudha@gmail.com"
"Dune E M L. P. S. Mangad","hmdune@gmail.com"
"Rahmania U.P.S. Padne","12559rahmania@gmail.com"
"MALJA-UL ISLAM ENGLISH MEDIUM SCHOOL,PACHAMBALA","miemschool@gmail.com"
"ERIYAL JAMA-ATH ENGLISH MEDIUM SCHOOL ERIYAL","ejemschool@gmail.com"
"Indian English Medium School,Theruvath","indianschoolksd@gmail.com"
"N.A. MODEL HSS, CHENGALA Phone No: 04994256137 Email ID: 11058namhs@gmail.com","11058namhs@gmail.com"
"M I C H. S. S. Chattanchal","11065mic@gmail.com"
"R. U. E. M. H. S. Thuruthi","12064thuruthi@gmail.com"
"Jama -Ath U. P. School Chemnad","chemnadjems@gmail.com"
"Lu lu L. P. School Melparamba","lulues@gmail.com"
"CH MKS HSS, MUTTAMMAL, ELAMBACHI, 671311 Phone No: 04672212125 Email ID: 12035mettammal@gmail.com","12035mettammal@gmail.com"
"AL BISHARA E.M.SCHOOL GUVEDA PADAPPU, KASARAGOD","11275bishara@gmail.com"
"P. B. M. E. H. S. S. Nellikkatta","11060pbem@gmail.com"
"DHAKKEERATH EM HSS, THALANGARA, KASARAGOD, 671122 Phone No: 04994222329 Email ID: 11061dhakeerath@gmail.com","11061dhakeerath@gmail.com"
"SRI SRI GNAN MANDIR PULIKKADAV","12368srisrignanmandir@gmail.com"
"Infant. Jesus. E. M. S. Manjeshwar","jesusinfant10@yahoo.com"
"L F Girls H. S. S. Kanhangad","12005lfghsskanhangad@gmail.com"
"Crescent E M L. P. S. Ajanur","cemsajanur@rediffmail.com"
"Navajeevan Vidyalaya","navajeevana11393@gmail.com"
"PALLIKKARA ISLAMIC ENGLISH MEDIUM HSS, KASARGODE, 671316 Phone No: 0467-2272250 Email ID: 12062iemhss@gmail.com","12062iemhss@gmail.com"
"Al Ameen U. P. School Copa","alameenupskopa@gmail.com"
"ST.MARY'S HIGH SCHOOL, BELA","stmarysbela@gmail.com"
"FATHIMA E.M.SCHOOL MEEYAPADAVU,KASARAGOD","fatimaschool988@gmail.com"
"Vidyashree Shikshana Kendra Mulleria","vskmulleria@gmail.com"
"BALIYUR E.M.SCHOOL BALIYUR, KASARAGOD","bemschoolb@gmail.com"
"SHREE BHARATHI VIDYAPEETA, BADIADKA","sbvp97badiadka@gmail.com"
"Bharath E.M. School, Poinachy","bharathschoolpoinachi@gmail.com"
"ST.MARY'S HIGH SCHOOL,MARYPURAM-KARIVEDAGMA P.O","stmaryshsmarypuram@gmail.com"
"J. H. S. S. Chithari","12015jhsschithari@gmail.com"
"Safa Public EMS Kuttikkol","safaemskkl@gmail.com"
"MANAVATTY BEEVI E.M.S DHARMANAGAR","mbemsd@gmail.com"
"Kizhur Jamaath English Medium School, Kizhur","kjemskzr@gmail.com"
"AMBEDKAR VIDHYANIKETHAN E.M.H.S.S, PERIYA","12010periya@gmail.com"
"NA GIRLS HSS, ERATHUMKADAVU, CHENKALA, 671123 Phone No: 9497356804 Email ID: 11057nagirls@gmail.com","11057nagirls@gmail.com"
"DEI GRATIA E M SCHOOL PERIYE","12252deigratia@gmail.com"
"Balabhavan L. P. School Kasaragod","balabhavankasaragod@gmail.com"
"Al Bukhariya E. M. School Kunnumkai","albuct@kunnumkaigmail.com"
"K. H. M. E M L. P. School Manikoth","khmengschool@gmail.com"
"KAMIL E.M.SCHOOL KOKKECHAAL, KASARAGOD","11276kamilkokkechal@gmail.com"
"Jama Ath U. P. S. Kottappalli","jamathkottappally@gmail.com"
"Little Hearts Modern School Perla","littleheartsmsperla@gmail.com"
"Boon Public School Kallar","12365boonpublicschoolkallar@gmail.com"
"Jama Ath U. P. S. Udumbumthala","umjupschool@gmail.com"
"Ideal E M L. P. School Padnekad","12357IDEALSCHOOL@GMAIL.COM"
"UDMA PADINHAR JAMA-ATH ENGLISH MEDIUM HIGH SCHOOL","12077udmapadinhar@gmail.com"
"Little Flower English Medium School Vellarikkundu","12449littleflowervellarikundu@gmail.com"
"Khiliriya E. M. L. P. S. Bekal","kjemsbekalkunnil@gmail.com"
"Manimunda English Medium School, Uppala","info_mes.uppala@yahoo.co.in"
"PVM English Medium Public School, Parapally","12369pvmparapally@gmail.com"
"Little Rose Modern English Medium School Badiadka","11395lrms@gmail.com"
"Swami Nithyananda English Medium School Kushal Nagar","snemschool@yahoo.com"
"Tagore Public School Rajapuram","tagorepsr@yahoo.co"
"R G E. M. U. P. School Kalanad","rgemskalanad@gmail.com"
"Azeesia E M L. P. S. Chithari","aemschool786@gmail.com"
"I. C. T. L. P. S. Padne","ictpadanna@gmail.com"
"GOVT MODEL BOYS HSS ATTINGAL Phone No: 04702623200 Email ID: bhss1001atl@gmail.com","bhss1001atl@gmail.com"
"GOVT. GIRLS HSS, COTTONHILL ,TRIVANDRUM Phone No: 04712725087 Email ID: cottonhillgghss@gmail.com","cottonhillgghss@gmail.com"
"GOVT. V.H.S.S  FOR THE DEAF, JAGATHY, TRIVANDRUM, 14 Phone No: 0471-2323395 Email ID: hssdeaf@gmail.com","hssdeaf@gmail.com"
"DR AMMR HSS ,KATTELA, SREEKARIAM P.O,  TRIVANDRUM Phone No: 04712597900 Email ID: principalkattela@gmail.com","principalkattela@gmail.com"
"GOVT HSS, KILIMANOOR, TRIVANDRUM Phone No: 04702670067 Email ID: principalghsskmr@gmail.com","principalghsskmr@gmail.com"
"GOVT.GIRLS HSS,MANACAUD, TRIVANDRUM Phone No: 04712470939 Email ID: ghssmanacaud@gmail.com","ghssmanacaud@gmail.com"
"GOVT. HSS, MEDICAL COLLEGE, TRIVANDRUM Phone No: 04712554816 Email ID: gmchsstvm@gmail.com","gmchsstvm@gmail.com"
"GOVT. BOYS HSS, MITHIRMALA, TRIVANDRUM Phone No: 04722820044 Email ID: ghssmithirmala@gmail.com","ghssmithirmala@gmail.com"
"GOVT GIRLS HSS, NEDUMANGAD, TRIVANDRUM Phone No: 04722802492 Email ID: gghssnedumangaud@gmail.com","gghssnedumangaud@gmail.com"
"GOVT. HSS, NEDUVELI, KONCHIRA PO, VEMBAYAM, TRIVANDRUM Phone No: 04722831300 Email ID: ghssneduveli@gmail.com","ghssneduveli@gmail.com"
"GOVT. GIRLS HSS, NEYYATTINKARA, TRIVANDRUM Phone No: 04712223525 Email ID: gghssnta@gmail.com","gghssnta@gmail.com"
"GOVT HSS, PAKALKURI, PALLICKAL,TRIVANDRUM Phone No: 0470-2681556 Email ID: ghsspakalkuri@gmail.com","ghsspakalkuri@gmail.com"
"GOVT. HSS, PALAYAMKUNNU, TRIVANDRUM Phone No: 04702665209 Email ID: ghssp@yahoo.in","ghssp@yahoo.in"
"GOVT. HSS, PIRAPPANCODE, TRIVANDRUM Phone No: 04722581080 Email ID: ghssppd@gmail.com","ghssppd@gmail.com"
"GOVT. HSS, PETTAH, TRIVANDRUM Phone No: 04712461877 Email ID: principalgovthsspettah@yahoo.com","principalgovthsspettah@yahoo.com"
"S.M.V. GOVT.MODEL HSS, TRIVANDRUM Phone No: 0471-2338180 Email ID: smvghsstrivandrum@yahoo.co.in","smvghsstrivandrum@yahoo.co.in"
"GOVT. HSS,VETTOOR, TRIVANDRUM Phone No: 04702610090 Email ID: vettoorghss@yahoo.in","vettoorghss@yahoo.in"
"GOVT. HSS, KULATHOOR, KAZHAKUTTOM, TRIVANDRUM Phone No: 04712412188 Email ID: ghsskulathoor1018@gmail.com","ghsskulathoor1018@gmail.com"
"GOVT. GIRLS HSS, MITHIRMALA, TRIVANDRUM Phone No: 04722820810 Email ID: gghssmithirmala@gmail.com","gghssmithirmala@gmail.com"
"GOVT. HSS, THOLIKODE, TRIVANDRUM Phone No: 04722879695 Email ID: 1020tholicode@gmail.com","1020tholicode@gmail.com"
"GOVT. GIRLS HSS, PATTOM, TRIVANDRUM Phone No: 04712559615 Email ID: gmhssforgirlspattom@gmail.com","gmhssforgirlspattom@gmail.com"
"GOVT. HSS, KAMALESWARAM, TRIVANDRUM Phone No: 04712457450 Email ID: ghssk1022@gmail.com","ghssk1022@gmail.com"
"GOVT. MODEL BOYS HSS, THYCAUD, TRIVANDRUM Phone No: 04712331797 Email ID: 1023gmbhss@gmail.com","1023gmbhss@gmail.com"
"GOVT. HSS,  VENJARAMOODU, TRIVANDRUM Phone No: 04722875320 Email ID: ghssvjd1024@gmail.com","ghssvjd1024@gmail.com"
"GOVT. HSS, BALARAMAPURAM, TRIVANDRUM Phone No: 04712409486 Email ID: ghssblpm@gmail.com","ghssblpm@gmail.com"
"GOVT. BHSS, NEYYATTINKARA, TRIVANDRUM Phone No: 04712225857 Email ID: govthssnta@gmail.com","govthssnta@gmail.com"
"GOVT. HSS, ANAVOOR, TRIVANDRUM Phone No: 04712275385 Email ID: anavoorghss@gmail.com","anavoorghss@gmail.com"
"GOVT MODEL HSS, VARKALA TRIVANDRUM Phone No: 04702605588 Email ID: gmhssvarkala.varkala@gmail.com","gmhssvarkala.varkala@gmail.com"
"PNM GOVT. HSS,KOONTHALLUR, CHIRAYINKEEZHU, TRIVANDRUM Phone No: 04702646366 Email ID: pnmspark@gmail.com","pnmspark@gmail.com"
"GOVT GIRLS HSS, ATTINGAL, TRIVANDRUM Phone No: 0470262597 Email ID: gghssatt@gmail.com","gghssatt@gmail.com"
"GOVT HSS, NAVAIKULAM, TRIVANDRUM Phone No: 04702691490 Email ID: ghssnavaikulam@gmail.com","ghssnavaikulam@gmail.com"
"GOVT.HSS, BHARATHANNUR, TRIVANDRUM Phone No: 04722869292 Email ID: hitcbharathannoor@gmail.com","hitcbharathannoor@gmail.com"
"GOVT VHSS, KARAKULAM, TRIVANDRUM Phone No: 0471-2371575 Email ID: gvhsskarakulam1033@gmail.com","gvhsskarakulam1033@gmail.com"
"GOVT HSS, THONNAKKAL, TRIVANDRUM Phone No: 04712709788 Email ID: ghss1034@gmail.com","ghss1034@gmail.com"
"PSNPM GOVT HSS, PEROORKADA, TRIVANDRUM Phone No: 04712433353 Email ID: psnm01035@gmail.com","psnm01035@gmail.com"
"GOVT GIRLS HSS, KARAMANA, TRIVANDRUM Phone No: 0471-2346015 Email ID: 01036.gghss.karamana@gmail.com","01036.gghss.karamana@gmail.com"
"GOVT GIRLS HSS, MALAYINKIL, TRIVANDRUM Phone No: 0471-2280988 Email ID: gghssmkl@gmail.com","gghssmkl@gmail.com"
"GOVT HSS, PUNNAMOODU,TRIVANDRUM Phone No: 04712406900 Email ID: ghss1038@gmail.com","ghss1038@gmail.com"
"GOVT HSS, NEEYYARDAM, TRIVANDRUM Phone No: 04712271375 Email ID: ghssneyyardam@gmail.com","ghssneyyardam@gmail.com"
"KULATHUMMAL GOVT HSS, KATTAKKADA, TRIVANDRUM Phone No: 0471-2290202 Email ID: ghss01040@gmail.com","ghss01040@gmail.com"
"GOVT MODEL HSS  VALIYASALAI, CHALAI, TRIVANDRUM Phone No: 04712575722 Email ID: gmbhsschalai01041@gmail.com","gmbhsschalai01041@gmail.com"
"GOVT VHSS, VELLANAD, TRIVANDRUM Phone No: 04722884532 Email ID: ghssvellanad@gmail.com","ghssvellanad@gmail.com"
"GOVT HSS, MARAYAMUTTAM, TRIVANDRUM Phone No: 04712998257 Email ID: ghssmarayamuttam@gmail.com","ghssmarayamuttam@gmail.com"
"GOVT TAMIL HSS, CHALAI,TRIVANDRUM Phone No: 04712475590 Email ID: tamilhsschalai@gmail.com","tamilhsschalai@gmail.com"
"GOVT VHSS, KULATHOOR,UCHAKKADA, TRIVANDRUM Phone No: 04712211145 Email ID: gvhsskulathoor@gmail.com","gvhsskulathoor@gmail.com"
"NKM GOVT HSS, DHANUVACHAPURAM, TRIVANDRUM Phone No: 0471-2233022 Email ID: nkmghss1@gmail.com","nkmghss1@gmail.com"
"CONCORDIA LUTHERAN HSS, PEROORKADA, TRIVANDRUM Phone No: 04712438011 Email ID: clhssperoorkada@gmail.com","clhssperoorkada@gmail.com"
"S.S.V HSS, CHIRAYINKIL, TRIVANDRUM Phone No: 04702646120 Email ID: saradavilasom@gmail.com","saradavilasom@gmail.com"
"LEO XIII HSS, PULLUVILA, TRIVANDRUM Phone No: 04712263344 Email ID: leo13hsspulluvila@gmail.com","leo13hsspulluvila@gmail.com"
"SIVAGIRI HSS, VARKALA, TRIVNDRUM Phone No: 04702612244 Email ID: sivagirihss01050@gmail.com","sivagirihss01050@gmail.com"
"ST.JOSEPH S  HSS,  ANCHENGO, TRIVANDRUM Phone No: 0470-2659700 Email ID: anjengostjosephshss@gmail.com","anjengostjosephshss@gmail.com"
